Names,Rates,Prices,category_name,url
Friday Night Lights: A ...,3,51.22,Sports and Games,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Sugar Rush (Offensive Line ...,1,24.42,Sports and Games,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Settling the Score (The ...,2,44.91,Sports and Games,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Icing (Aces Hockey #2),4,40.44,Sports and Games,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Names,Rates,Prices,category_name,url
The Torch Is Passed: ...,1,19.09,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Mindfulness and Acceptance ...,4,23.89,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Art Forger,3,40.76,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
On a Midnight Clear,3,14.07,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Judo: Seven Steps to ...,2,53.9,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
"Shobu Samurai, Project Aryoku ...",3,29.06,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Modern Romance,5,28.26,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The White Queen (The ...,5,25.91,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Song of Achilles,5,37.4,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Immortal Life of ...,2,40.67,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Dovekeepers,1,48.78,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
More Than Music (Chasing ...,2,37.61,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Code Name Verity (Code ...,4,22.13,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Cell,4,20.29,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Angels Walking (Angels Walking ...,2,34.2,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A Series of Catastrophes ...,2,56.48,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A People's History of ...,2,40.79,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A Brush of Wings ...,1,55.51,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Rook,4,37.86,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Midnight Watch: A ...,1,26.2,Add a comment,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Names,Rates,Prices,category_name,url
Unicorn Tracks,3,18.78,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
"Saga, Volume 6 (Saga ...",3,25.02,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Princess Between Worlds (Wide-Awake ...,5,13.34,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Masks and Shadows,2,56.4,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Crown of Midnight (Throne ...,3,43.29,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Avatar: The Last Airbender: ...,2,28.09,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
A Court of Thorns ...,1,52.37,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Throne of Glass (Throne ...,3,35.07,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Glittering Court (The ...,1,44.28,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Hollow City (Miss Peregrine’s ...,1,42.98,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Star-Touched Queen,5,46.02,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Hidden Oracle (The ...,2,52.26,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Bane Chronicles (The ...,4,44.73,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Island of Dragons (Unwanteds ...,1,29.65,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Demigods & Magicians: Percy ...,5,37.51,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
City of Glass (The ...,4,56.02,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Searching for Meaning in ...,1,38.73,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Star-Touched Queen,5,32.3,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
A Shard of Ice ...,3,56.63,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
King's Folly (The Kinsman ...,5,39.61,Fantasy,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Names,Rates,Prices,category_name,url
Without Borders (Wanderlove #1),2,45.07,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Mistake (Off-Campus #2),3,43.29,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Matchmaker's Playbook (Wingmen ...,1,55.85,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Hook Up (Game ...,5,36.29,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Shameless,3,58.35,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Off Sides (Off #1),5,39.45,New Adult,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Names,Rates,Prices,category_name,url
The Requiem Red,1,22.65,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Set Me Free,5,17.46,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Natural History of ...,3,45.22,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Obsidian (Lux #1),2,14.86,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Burning,3,28.81,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
A Fierce and Subtle ...,4,28.13,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Scarlett Epstein Hates It ...,5,43.55,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
"Nightingale, Sing",1,38.28,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Library of Souls (Miss ...,5,48.56,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Frostbite (Vampire Academy #2),5,29.99,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Wild Swans,2,14.36,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Until Friday Night (The ...,2,46.31,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
This Is Where It ...,2,27.12,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Darkest Lie,5,35.35,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
My Kind of Crazy,1,40.36,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Don't Get Caught,1,55.35,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Catching Jordan (Hundred Oaks),3,50.83,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Aristotle and Dante Discover ...,4,58.14,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Epidemic (The Program ...,5,14.44,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Stars Above (The Lunar ...,2,48.05,Young Adult,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Names,Rates,Prices,category_name,url
The Most Perfect Thing: ...,4,42.96,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Immunity: How Elie Metchnikoff ...,5,57.36,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Sorting the Beef from ...,4,44.74,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Tipping Point for Planet ...,1,37.55,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Fabric of the ...,1,55.91,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Diary of a Citizen ...,1,28.41,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Origin of Species,4,10.01,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Grand Design,3,13.76,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Peak: Secrets from the ...,2,16.28,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
"The Elegant Universe: Superstrings, ...",4,13.03,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Disappearing Spoon: And ...,5,57.35,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
"Surely You're Joking, Mr. ...",2,25.83,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Seven Brief Lessons on ...,4,30.6,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Selfish Gene,1,29.45,Science,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Names,Rates,Prices,category_name,url
A Light in the ...,3,51.77,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
The Black Maria,1,52.15,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Shakespeare's Sonnets,4,20.66,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Olio,1,23.88,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
You can't bury them ...,2,33.63,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Slow States of Collapse: ...,3,57.31,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Untitled Collection: Sabbath Poems ...,4,14.27,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Poems That Make Grown ...,4,14.19,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Night Sky with Exit ...,1,41.05,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
salt.,4,46.78,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Quarter Life Poetry: Poems ...,5,50.89,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Out of Print: City ...,5,53.64,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Les Fleurs du Mal,5,29.04,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Howl and Other Poems,2,40.45,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Leave This Song Behind: ...,5,51.17,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
The Collected Poems of ...,5,15.42,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
The Crossover,4,38.77,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Booked,5,17.49,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Twenty Love Poems and ...,4,30.95,Poetry,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Names,Rates,Prices,category_name,url
"Vampire Knight, Vol. 1 ...",1,15.4,Paranormal,http://books.toscrape.com/catalogue/category/books/paranormal_24/index.html
Names,Rates,Prices,category_name,url
Wall and Piece,4,44.18,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Feathers: Displays of Brilliant ...,3,49.05,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art and Fear: Observations ...,4,48.63,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
The New Drawing on ...,3,43.02,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
History of Beauty,4,10.29,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
The Story of Art,4,41.14,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
The Art Book,2,32.34,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Ways of Seeing,5,39.51,Art,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Names,Rates,Prices,category_name,url
The Lucifer Effect: Understanding ...,1,10.4,Psychology,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html
The Golden Condom: And ...,1,39.43,Psychology,http://books.toscrape.com/catalogue/category/books/psychology_26/index.html
